support,itemsets,length
0.02702702702702703,frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),1
0.02702702702702703,frozenset({'FELTCRAFT CUSHION OWL'}),1
0.03003003003003003,frozenset({'FELTCRAFT CUSHION RABBIT'}),1
0.021021021021021023,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),1
0.03903903903903904,frozenset({'GIN + TONIC DIET METAL SIGN'}),1
0.03646503646503647,frozenset({'GINGERBREAD MAN COOKIE CUTTER'}),1
0.021879021879021878,frozenset({'GRAND CHOCOLATECANDLE'}),1
0.020163020163020164,frozenset({'GREEN 3 PIECE POLKADOT CUTLERY SET'}),1
0.030459030459030458,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),1
0.06263406263406264,frozenset({'GREY HEART HOT WATER BOTTLE'}),1
0.026598026598026597,frozenset({'GUMBALL COAT RACK'}),1
0.03646503646503647,frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),1
0.06606606606606606,frozenset({'HAND WARMER BABUSHKA DESIGN'}),1
0.03646503646503647,frozenset({'HAND WARMER BIRD DESIGN'}),1
0.027885027885027884,frozenset({'HAND WARMER OWL DESIGN'}),1
0.022737022737022737,frozenset({'HAND WARMER RED RETROSPOT'}),1
0.028743028743028743,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),1
0.03389103389103389,frozenset({'HAND WARMER UNION JACK'}),1
0.02531102531102531,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'}),1
0.027885027885027884,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),1
0.02145002145002145,frozenset({'HEART FILIGREE DOVE  SMALL'}),1
0.021021021021021023,frozenset({'HEART IVORY TRELLIS LARGE'}),1
0.08622908622908623,frozenset({'HEART OF WICKER LARGE'}),1
0.1021021021021021,frozenset({'HEART OF WICKER SMALL'}),1
0.05662805662805663,frozenset({'HOME BUILDING BLOCK WORD'}),1
0.02145002145002145,frozenset({'HOME SWEET HOME MUG'}),1
0.043758043758043756,frozenset({'HOMEMADE JAM SCENTED CANDLES'}),1
0.024882024882024883,frozenset({'HOT BATHS METAL SIGN'}),1
0.04804804804804805,frozenset({'HOT WATER BOTTLE BABUSHKA'}),1
0.04032604032604033,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),1
0.024024024024024024,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),1
0.02445302445302445,frozenset({'I CAN ONLY PLEASE ONE PERSON MUG'}),1
0.02702702702702703,frozenset({'IVORY GIANT GARDEN THERMOMETER'}),1
0.0429000429000429,frozenset({'IVORY KITCHEN SCALES'}),1
0.0694980694980695,frozenset({'JAM MAKING SET PRINTED'}),1
0.05963105963105963,frozenset({'JAM MAKING SET WITH JARS'}),1
0.036036036036036036,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),1
0.028314028314028315,frozenset({'JUMBO BAG OWLS'}),1
0.03818103818103818,frozenset({'JUMBO BAG PINK POLKADOT'}),1
0.02616902616902617,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),1
0.07035607035607036,frozenset({'JUMBO BAG RED RETROSPOT'}),1
0.02702702702702703,frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),1
0.021021021021021023,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),1
0.03346203346203346,frozenset({'JUMBO BAG STRAWBERRY'}),1
0.020163020163020164,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),1
0.03732303732303732,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),1
0.02616902616902617,frozenset({'JUMBO STORAGE BAG SKULLS'}),1
0.039468039468039465,frozenset({'JUMBO STORAGE BAG SUKI'}),1
0.04847704847704848,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'}),1
0.030459030459030458,frozenset({'LADIES & GENTLEMEN METAL SIGN'}),1
0.023166023166023165,frozenset({'LARGE HEART MEASURING SPOONS'}),1
0.05148005148005148,frozenset({'LOVE BUILDING BLOCK WORD'}),1
0.02059202059202059,frozenset({'LOVEBIRD HANGING DECORATION WHITE'}),1
0.04118404118404118,frozenset({'LUNCH BAG  BLACK SKULL.'}),1
0.03260403260403261,frozenset({'LUNCH BAG CARS BLUE'}),1
0.03088803088803089,frozenset({'LUNCH BAG PINK POLKADOT'}),1
0.04719004719004719,frozenset({'LUNCH BAG RED RETROSPOT'}),1
0.037752037752037754,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),1
0.03732303732303732,frozenset({'LUNCH BAG SUKI  DESIGN'}),1
0.029601029601029602,frozenset({'LUNCH BAG WOODLAND'}),1
0.04032604032604033,frozenset({'LUNCH BOX I LOVE LONDON'}),1
0.024882024882024883,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'}),1
0.07078507078507079,frozenset({'NATURAL SLATE HEART CHALKBOARD'}),1
0.029601029601029602,frozenset({'NO SINGING METAL SIGN'}),1
0.04032604032604033,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES'}),1
0.024024024024024024,frozenset({'PACK OF 12 LONDON TISSUES'}),1
0.021879021879021878,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),1
0.02574002574002574,frozenset({'PACK OF 6 BIRDY GIFT TAGS'}),1
0.021879021879021878,frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),1
0.03003003003003003,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),1
0.02059202059202059,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),1
0.05276705276705277,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),1
0.023595023595023596,frozenset({'PACK OF 72 SKULL CAKE CASES'}),1
0.05577005577005577,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",1
0.02702702702702703,frozenset({'PAPER CHAIN KIT RETROSPOT'}),1
0.04332904332904333,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),1
0.02702702702702703,frozenset({'PARTY BUNTING'}),1
0.03732303732303732,frozenset({'PHOTO FRAME CORNICE'}),1
0.024024024024024024,frozenset({'PICNIC BASKET WICKER SMALL'}),1
0.02917202917202917,frozenset({'PINK 3 PIECE POLKADOT CUTLERY SET'}),1
0.022737022737022737,frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),1
0.027456027456027456,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX'}),1
0.03517803517803518,frozenset({'PINK HEART SHAPE EGG FRYING PAN'}),1
0.020163020163020164,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),1
0.02445302445302445,frozenset({'PLASTERS IN TIN SKULLS'}),1
0.02702702702702703,frozenset({'PLASTERS IN TIN SPACEBOY'}),1
0.020163020163020164,frozenset({'PLASTERS IN TIN STRONGMAN'}),1
0.024882024882024883,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),1
0.0561990561990562,frozenset({'PLEASE ONE PERSON METAL SIGN'}),1
0.024882024882024883,"frozenset({""POPPY'S PLAYHOUSE BEDROOM""})",1
0.02702702702702703,"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",1
0.021879021879021878,"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})",1
0.02145002145002145,frozenset({'POTTING SHED TEA MUG'}),1
0.020163020163020164,frozenset({'RECIPE BOX BLUE SKETCHBOOK DESIGN'}),1
0.047619047619047616,frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),1
0.039897039897039896,frozenset({'RECIPE BOX RETROSPOT'}),1
0.024024024024024024,frozenset({'RECYCLING BAG RETROSPOT'}),1
0.024882024882024883,frozenset({'RED  HARMONICA IN BOX'}),1
0.02616902616902617,frozenset({'RED 3 PIECE RETROSPOT CUTLERY SET'}),1
0.020163020163020164,frozenset({'RED DINER WALL CLOCK'}),1
0.07636207636207636,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),1
0.03389103389103389,frozenset({'RED KITCHEN SCALES'}),1
0.03732303732303732,frozenset({'RED RETROSPOT CAKE STAND'}),1
0.023166023166023165,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),1
0.03131703131703132,frozenset({'RED RETROSPOT TRADITIONAL TEAPOT'}),1
0.04418704418704419,frozenset({'RED WOOLLY HOTTIE WHITE HEART.'}),1
0.09652509652509653,frozenset({'REGENCY CAKESTAND 3 TIER'}),1
0.02059202059202059,frozenset({'RETRO COFFEE MUGS ASSORTED'}),1
0.0682110682110682,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),1
0.02230802230802231,frozenset({'RETROSPOT LARGE MILK JUG'}),1
0.02059202059202059,frozenset({'RETROSPOT RED WASHING UP GLOVES'}),1
0.06692406692406692,frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),1
0.021021021021021023,frozenset({'RIBBON REEL HEARTS DESIGN'}),1
0.02145002145002145,frozenset({'RIBBON REEL STRIPES DESIGN'}),1
0.03474903474903475,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),1
0.028314028314028315,frozenset({'S/4 VALENTINE DECOUPAGE HEART BOX'}),1
0.020163020163020164,frozenset({'SAVE THE PLANET MUG'}),1
0.021021021021021023,frozenset({'SCANDINAVIAN REDS RIBBONS'}),1
0.06864006864006864,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),1
0.028743028743028743,frozenset({'SET 2 TEA TOWELS I LOVE LONDON'}),1
0.032175032175032175,frozenset({'SET 7 BABUSHKA NESTING BOXES'}),1
0.02917202917202917,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'}),1
0.029601029601029602,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),1
0.026598026598026597,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),1
0.07293007293007293,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),1
0.02145002145002145,frozenset({'SET OF 3 CAKE TINS SKETCHBOOK'}),1
0.05405405405405406,frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),1
0.02230802230802231,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'}),1
0.02531102531102531,frozenset({'SET OF 6 HERB TINS SKETCHBOOK'}),1
0.04719004719004719,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),1
0.023166023166023165,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'}),1
0.02616902616902617,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'}),1
0.021879021879021878,frozenset({'SET OF 9 HEART SHAPED BALLOONS'}),1
0.0429000429000429,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),1
0.02230802230802231,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'}),1
0.03732303732303732,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'}),1
0.020163020163020164,frozenset({'SILVER HANGING T-LIGHT HOLDER'}),1
0.02145002145002145,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),1
0.02917202917202917,frozenset({'SMALL GLASS HEART TRINKET POT'}),1
0.023595023595023596,frozenset({'SMALL HEART MEASURING SPOONS'}),1
0.04719004719004719,frozenset({'SMALL POPCORN HOLDER'}),1
0.043758043758043756,frozenset({'SOLDIERS EGG CUP'}),1
0.03689403689403689,frozenset({'SPACEBOY LUNCH BOX'}),1
0.035607035607035604,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),1
0.027456027456027456,frozenset({'SWEETHEART CAKESTAND 3 TIER'}),1
0.027456027456027456,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),1
0.029601029601029602,frozenset({'SWEETHEART RECIPE BOOK STAND'}),1
0.029601029601029602,frozenset({'TOAST ITS - I LOVE YOU'}),1
0.02145002145002145,frozenset({'TRADITIONAL MODELLING CLAY'}),1
0.02531102531102531,frozenset({'TRAVEL SEWING KIT'}),1
0.039468039468039465,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),1
0.023595023595023596,frozenset({'VICTORIAN SEWING BOX SMALL'}),1
0.022737022737022737,frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),1
0.02616902616902617,frozenset({'VINTAGE SNAP CARDS'}),1
0.023595023595023596,frozenset({'VINTAGE UNION JACK BUNTING'}),1
0.16216216216216217,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),1
0.04847704847704848,frozenset({'WHITE SKULL HOT WATER BOTTLE'}),1
0.020163020163020164,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'}),1
0.02531102531102531,frozenset({'WICKER STAR'}),1
0.045474045474045474,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),1
0.0429000429000429,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'}),1
0.04118404118404118,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),1
0.057486057486057486,frozenset({'WOODEN FRAME ANTIQUE WHITE'}),1
0.047619047619047616,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),1
0.020163020163020164,frozenset({'WOODEN SCHOOL COLOURING SET'}),1
0.020163020163020164,frozenset({'WOODLAND CHARLOTTE BAG'}),1
0.029601029601029602,frozenset({'ZINC METAL HEART DECORATION'}),1
0.03346203346203346,"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",2
0.021879021879021878,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'ASSORTED COLOUR BIRD ORNAMENT'})",2
0.021021021021021023,"frozenset({'PINK 3 PIECE POLKADOT CUTLERY SET', 'BLUE 3 PIECE POLKADOT CUTLERY SET'})",2
0.022737022737022737,"frozenset({'CANDLEHOLDER PINK HANGING HEART', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.03088803088803089,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'CANDLEHOLDER PINK HANGING HEART'})",2
0.023595023595023596,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY'})",2
0.02230802230802231,"frozenset({'RETROSPOT HEART HOT WATER BOTTLE', 'CHOCOLATE HOT WATER BOTTLE'})",2
0.02616902616902617,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE'})",2
0.02145002145002145,"frozenset({'COOK WITH WINE METAL SIGN', 'PLEASE ONE PERSON METAL SIGN'})",2
0.02059202059202059,"frozenset({'PLEASE ONE PERSON METAL SIGN', 'GIN + TONIC DIET METAL SIGN'})",2
0.023166023166023165,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",2
0.022737022737022737,"frozenset({'GREY HEART HOT WATER BOTTLE', 'RETROSPOT HEART HOT WATER BOTTLE'})",2
0.02059202059202059,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'GREY HEART HOT WATER BOTTLE'})",2
0.053625053625053626,"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",2
0.023166023166023165,"frozenset({'HEART OF WICKER LARGE', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.03818103818103818,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HEART OF WICKER LARGE'})",2
0.02145002145002145,"frozenset({'HEART OF WICKER SMALL', 'NATURAL SLATE HEART CHALKBOARD'})",2
0.02230802230802231,"frozenset({'HEART OF WICKER SMALL', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.03646503646503647,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HEART OF WICKER SMALL'})",2
0.02531102531102531,"frozenset({'HOME BUILDING BLOCK WORD', 'LOVE BUILDING BLOCK WORD'})",2
0.028743028743028743,"frozenset({'JAM MAKING SET PRINTED', 'JAM MAKING SET WITH JARS'})",2
0.021879021879021878,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO  BAG BAROQUE BLACK WHITE'})",2
0.02059202059202059,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",2
0.021879021879021878,"frozenset({'JUMBO BAG STRAWBERRY', 'JUMBO BAG RED RETROSPOT'})",2
0.023166023166023165,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",2
0.02059202059202059,"frozenset({'RED WOOLLY HOTTIE WHITE HEART.', 'KNITTED UNION FLAG HOT WATER BOTTLE'})",2
0.02230802230802231,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'KNITTED UNION FLAG HOT WATER BOTTLE'})",2
0.02059202059202059,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LOVE BUILDING BLOCK WORD'})",2
0.02616902616902617,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'NATURAL SLATE HEART CHALKBOARD'})",2
0.024882024882024883,"frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS', ""PAPER CHAIN KIT 50'S CHRISTMAS""})",2
0.05019305019305019,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.03003003003003003,"frozenset({'RETROSPOT HEART HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE'})",2
0.02059202059202059,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'RETROSPOT HEART HOT WATER BOTTLE'})",2
0.02059202059202059,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'SCOTTIE DOG HOT WATER BOTTLE'})",2
0.032175032175032175,"frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN', 'SET OF 3 CAKE TINS PANTRY DESIGN'})",2
0.02230802230802231,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.024882024882024883,"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'WHITE HANGING HEART T-LIGHT HOLDER'})",2
0.02445302445302445,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.02616902616902617,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",2
0.020163020163020164,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.03389103389103389,"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.020163020163020164,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'CANDLEHOLDER PINK HANGING HEART', 'RED HANGING HEART T-LIGHT HOLDER'})",3
0.023595023595023596,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",3
